Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
角色头像29,Character Avatar 29,角色头像29,,,,,,キャラクターアバター29,캐릭터 아바타 29
角色形象15,Character Image 15,角色形象15,,,,,,キャラクターイメージ15,캐릭터 이미지 15
角色形象16,Character Image 16,角色形象16,,,,,,キャラクターイメージ16,캐릭터 이미지 16
角色形象17,Character Image 17,角色形象17,,,,,,キャラクターイメージ17,캐릭터 이미지 17
角色形象18,Character Image 18,角色形象18,,,,,,キャラクターイメージ18,캐릭터 이미지 18
角色形象19,Character Image 19,角色形象19,,,,,,キャラクターイメージ19,캐릭터 이미지 19
角色形象20,Character Image 20,角色形象20,,,,,,キャラクターイメージ20,캐릭터 이미지 20
角色形象21,Character Image 21,角色形象21,,,,,,キャラクターイメージ21,캐릭터 이미지 21
角色形象22,Character Image 22,角色形象22,,,,,,キャラクターイメージ22,캐릭터 이미지 22
角色形象23,Character Image 23,角色形象23,,,,,,キャラクターイメージ23,캐릭터 이미지 23
角色形象24,Character Image 24,角色形象24,,,,,,キャラクターイメージ24,캐릭터 이미지 24
角色形象25,Character Image 25,角色形象25,,,,,,キャラクターイメージ25,캐릭터 이미지 25
角色形象26,Character Image 26,角色形象26,,,,,,キャラクターイメージ26,캐릭터 이미지 26
角色形象27,Character Image 27,角色形象27,,,,,,キャラクターイメージ27,캐릭터 이미지 27
角色形象28,Character Image 28,角色形象28,,,,,,キャラクター画像28,캐릭터 이미지 28
角色形象29,Character Image 29,角色形象29,,,,,,キャラクターイメージ29,캐릭터 이미지 29
逻辑对象投掷物,Logical Object Throw,逻辑对象投掷物,,,,,,論理オブジェクトがスローされました,던져진 논리적 객체
子弹模型预加载,Bullet Model Preloaded,子弹模型预加载,,,,,,弾丸モデルのプリロード,총알 모델 사전 로드
人形对象,Human Object,人形对象,,,,,,人型の物体,인간형 개체
金币模型,Coin Model,金币模型,,,,,,金貨モデル,금화 모델
丢飞刀,Throw Knife,丢飞刀,,,,,,投げナイフを投げる,투척용 칼을 던져라
投掷架势,Throwing Stance,投掷架势,,,,,,投球姿勢,투척 자세
拔刀,Pull Out,拔刀,,,,,,抜刀,검을 뽑다
持刀,Carry a Knife,持刀,,,,,,ナイフを持っている,칼을 들고
反手持刀,Anti-Handle Knife,反手持刀,,,,,,ナイフを背中の後ろに持って,등 뒤에 칼을 쥐고 있다
下刺,Stab,下刺,,,,,,突き刺す,찌르다
投掷架势2,Throw 2,投掷架势2,,,,,,投げる姿勢2,투척 자세 2
投掷,Throw,投掷,,,,,,投げる,던지다
上举持枪,Raise your gun,上举持枪,,,,,,銃を構えて,총을 들어
换弹,Switch,换弹,,,,,,リロード,새로고침
开枪（单次）,Shoot (single),开枪（单次）,,,,,,シュート（シングル）,촬영(싱글)
刀预制体,Knife Prefab,刀预制体,,,,,,ナイフプレハブ,칼 조립식
斧子模型,Model Axe,斧子模型,,,,,,斧モデル,도끼 모델
尼泊尔军刀模型,Nepalese Army Knife Model,尼泊尔军刀模型,,,,,,ネパールアーミーナイフモデル,네팔 군용 칼 모델
左轮手枪模型,Revolver Model,左轮手枪模型,,,,,,リボルバーモデル,리볼버 모델
冲锋枪模型,Submachine Gun Model,冲锋枪模型,,,,,,サブマシンガンモデル,기관단총 모델
步枪模型,Rifle Model,步枪模型,,,,,,ライフルモデル,소총 모델
菜刀模型,Kitchen Knife Model,菜刀模型,,,,,,包丁モデル,부엌칼 모형
鱼,Fish,鱼,,,,,,魚,물고기
匕首1,Dagger 1,匕首1,,,,,,ダガー1,단검 1
匕首2,Dagger 2,匕首2,,,,,,ダガー2,단검 2
胜利展示动作,Victory Display,胜利展示动作,,,,,,勝利表示,승리의 전시
医院预览,Hospital Preview,医院预览,,,,,,病院のプレビュー,병원 미리보기
胜利展示动作播不了,Victory display actions cannot be broadcasted.,胜利展示动作播不了,,,,,,勝利表示アクションはプレイできません,승리 표시 작업을 실행할 수 없습니다.
胜利展示动作新,Victory New,胜利展示动作新,,,,,,勝利表示アクション新規,승리 표시 액션 신규
死亡姿态2,Death Stance 2,死亡姿态2,,,,,,死のジェスチャー 2,죽음의 몸짓 2
死亡姿态3,Death Stance 3,死亡姿态3,,,,,,死のジェスチャー 3,죽음의 몸짓 3
AI跑步动画,AI Running Animation,AI跑步动画,,,,,,AI走行アニメーション,AI가 달리는 애니메이션
双层翅膀,Double-Decker Wings,双层翅膀,,,,,,二重翼,이중 날개
翅膀,Wings,翅膀,,,,,,翼,비행
六翼翅膀,Six-winged Wing,六翼翅膀,,,,,,六つの翼,여섯 개의 날개
精灵翅膀,Elf Wing,精灵翅膀,,,,,,エルフの翼,엘프 날개
棺材,Coffin,棺材,,,,,,棺材,관
环绕,Aura,环绕,,,,,,囲む,서라운드
闪电,Lightning,闪电,,,,,,稲妻,번개
飞行背包,Jetpack,飞行背包,,,,,,ジェットパック,제트팩
小熊背包,Bear Backpack,小熊背包,,,,,,ベア・バックパック,베어 백팩
0.7倍,0.7x,0.7倍,,,,,,0.7倍,0.7배
0.8倍,0.8x,0.8倍,,,,,,0.8倍,0.8배
0.9倍,0.9x,0.9倍,,,,,,0.9倍,0.9배
正常,Normal,正常,,,,,,正常,정상
1.1倍,1.1x,1.1倍,,,,,,1.1倍,1.1배
1.2倍,1.2x,1.2倍,,,,,,1.2倍,1.2배
1.3倍,1.3x,1.3倍,,,,,,1.3倍,1.3배
套靴长裤,Bootcut Pants,套靴长裤,,,,,,オーバーブーツ＆パンツ,오버부츠 및 바지
制服短裙,Uniform Skirt,制服短裙,,,,,,制服スカート,유니폼 스커트
位移加速为1.1倍,Displacement acceleration 1.1 times,位移加速为1.1倍,,,,,,変位加速度1.1倍,변위가속도는 1.1배
飞刀移速加速为1.6倍,Speed Boost of Flying Knife reaches 1.6 times,飞刀移速加速为1.6倍,,,,,,フライングナイフの移動速度が1.6倍に加速される,날아오는 칼의 이동 속도가 1.6배로 가속됩니다.
爆炸飞刀,Explosive Knife,爆炸飞刀,,,,,,爆発するナイフ,폭발하는 칼
我是{0},I'm {0}.,我是{0},,,,,,私はそうだ。{0},맞아요.{0}
学生,Student,学生,,,,,,学生,학생
侦探,Detective,侦探,,,,,,探偵,형사
凶手是谁？,Who is the murderer?,凶手是谁？,,,,,,殺人者は誰ですか？,살인자는 누구입니까?
0.o 气死我了,0.o I'm so angry.,0.o 气死我了,,,,,,0.o頭にきたよ。,0.o 정말 화가 났어요.
救命啊！,Help!,救命啊！,,,,,,助けてくれ！,도와주세요!
谢谢你 ^_^,Thank you ^_^,谢谢你 ^_^,,,,,,ありがとう^_^。,감사합니다 ^_^
你好！,Hello!,你好！,,,,,,こんにちは！,안녕하세요!
别刀我 QAQ,"Don't hurt me, QAQ.",别刀我 QAQ,,,,,,切らないでくれ、QAQ。,"자르지 마세요, QAQ."
<--退！<--退！<--退！,<--Get back!<--Get back!<--Get back!,<--退！<--退！<--退！,,,,,,<--戻る<--退却<--戻る！,<-- 후퇴! <-- 후퇴! <-- 후퇴!
*0* 满分操作！,*0* Perfect!,*0* 满分操作！,,,,,,*0* 操作性は満点！,*0* 작동에 만점!
)*o*( 我要开始表演了~,*o* (I'm going to start the show!,)*o*( 我要开始表演了~,,,,,,)*o*( I'm going to start the show now~,)*오*( 이제 쇼를 시작하겠습니다~)
红色,Red,红色,,,,,,赤,빨간색
紫色,Purple,紫色,,,,,,紫,보라
蓝色,Blue,蓝色,,,,,,青,파란색
绿色,Green,绿色,,,,,,緑,녹색
白色,White,白色,,,,,,白,하얀색
制服女,Uniform,制服女,,,,,,女性の制服,여성 유니폼
一定过套装,I'm sure I'll pass the suit.,一定过套装,,,,,,スーツをパスしたに違いない。,소송을 통과했나 봐요.
主打求神套装,Main Seeker Outfit,主打求神套装,,,,,,主にゴッド・シーカーズ・キット,주로 신을 찾는 자의 키트
卡皮巴拉套装1,Capybara Suit 1,卡皮巴拉套装1,,,,,,カピバラセット1,카피발라 세트 1
卡皮巴拉套装2,Capybara Suit 2,卡皮巴拉套装2,,,,,,カピバラセット2,카피바라 세트 2
女学生角色,Schoolgirl Character,女学生角色,,,,,,女子学生キャラクター,여학생 캐릭터
和服,Kimono,和服,,,,,,和服,일본 기모노
JK女生,JK Girl,JK女生,,,,,,JK女子生徒,JK 소녀들
新年毛衣,New Year Sweater,新年毛衣,,,,,,新年のセーター,새해 스웨터
露肩长裙,Off-Shoulder Skirt,露肩长裙,,,,,,オフショルダーロングドレス,오프 숄더 롱 드레스
头部样式,Head Style,头部样式,,,,,,ヘッドスタイル,머리 스타일
头部左右缩放,Zoom Head,头部左右缩放,,,,,,ヘッドズーム左右,헤드 줌 좌우
上半脸前后移动,Move the upper face forward and backward.,上半脸前后移动,,,,,,上面を前後に動かす,윗면을 앞뒤로 움직여 보세요.
上半脸上下移动,Move the upper half of your face up and down.,上半脸上下移动,,,,,,顔の上部を上下に動かします,얼굴 윗부분을 위아래로 움직여 보세요.
上半脸整体缩放,Zoom Overall,上半脸整体缩放,,,,,,上面全体のスケーリング,얼굴 상반신의 전체적인 스케일링
下半脸前后移动,Move the lower half of your face forward and backward.,下半脸前后移动,,,,,,顔の下半分を前後に動かします,얼굴의 아래쪽 절반을 앞뒤로 움직여 보세요.
下半脸左右缩放,Zoom around the lower half,下半脸左右缩放,,,,,,顔の下半分を左右にズーム,얼굴의 하반부를 좌우로 확대/축소합니다.
耳朵整体缩放,Whole Ear Zoom,耳朵整体缩放,,,,,,全体的な耳のスケーリング,전반적인 귀 스케일링
耳朵左右旋转,Ears rotate around,耳朵左右旋转,,,,,,耳は左右に回転します,귀가 좌우로 회전함
耳朵前后旋转,Ears rotate back and forth,耳朵前后旋转,,,,,,耳が前後に回転します,귀가 앞뒤로 회전함
耳朵上部缩放,Upper Ear Zoom,耳朵上部缩放,,,,,,上耳のスケーリング,윗귀 스케일링
耳朵下部缩放,Lower Ear Zoom,耳朵下部缩放,,,,,,下耳スケーリング,아래 귀 스케일링
下颌圆度,jaw roundness,下颌圆度,,,,,,下顎の丸み,하악 진원도
下颌前后移动,Move the jaw forward and backward.,下颌前后移动,,,,,,下顎の前後運動,하악의 앞뒤 움직임
下颌上下移动,Move your jaw up and down.,下颌上下移动,,,,,,顎が上下に動きます,턱이 위아래로 움직인다
下颌左右缩放,Zoom around the jaw,下颌左右缩放,,,,,,下顎の左右のスケーリング,하악 스케일링 왼쪽 및 오른쪽
下巴前后移动,Move jaw forward and backward,下巴前后移动,,,,,,あごが前後に動く,턱이 앞뒤로 움직인다
下巴尖上下移动,Move the chin tip up and down.,下巴尖上下移动,,,,,,あごの先端が上下に動きます,턱 끝이 위아래로 움직인다.
下巴尖前后移动,Move the chin tip forward and backward.,下巴尖前后移动,,,,,,あごの先端が前後に動きます,턱끝이 앞뒤로 움직인다.
下巴尖左右缩放,Zoom around the top of your jaw.,下巴尖左右缩放,,,,,,あごの先端が左右にスケールします,턱 끝이 좌우로 비늘이 있습니다.
颧骨左右缩放,Zoom Left and Right,颧骨左右缩放,,,,,,頬骨の左右のスケーリング,광대뼈 왼쪽 및 오른쪽 스케일링
颧骨前后移动,Move cheekbones forward and backward,颧骨前后移动,,,,,,頬骨骨は前後に動きます,광대뼈가 앞뒤로 움직인다
脸颊左右缩放,Zoom Left and Right,脸颊左右缩放,,,,,,左右の頬ズーム,뺨 확대 왼쪽 및 오른쪽
脸颊前后移动,Move cheeks forward and backward,脸颊前后移动,,,,,,頬が前後に動きます,뺨이 앞뒤로 움직인다
脸颊上下移动,Move your cheeks up and down.,脸颊上下移动,,,,,,頬が上下に動きます,뺨이 위아래로 움직인다
眉毛上下移动,Move your eyebrows up and down.,眉毛上下移动,,,,,,眉毛が上下に動きます,눈썹이 위아래로 움직인다
眉毛左右移动,Move eyebrows around,眉毛左右移动,,,,,,眉毛が左右に動きます,눈썹이 좌우로 움직인다
眉毛整体旋转,Integral eyebrow rotation,眉毛整体旋转,,,,,,眉毛全体の回転,눈썹 전체 회전
眉头上下移动,Move your eyebrows up and down.,眉头上下移动,,,,,,眉が上下に動く,눈썹이 위아래로 움직인다
眉尾上下移动,Move eyebrows up and down.,眉尾上下移动,,,,,,眉尻が上下に動きます,눈썹 꼬리가 위아래로 움직인다
眼睛上下移动,Move your eyes up and down.,眼睛上下移动,,,,,,目が上下に動きます,눈이 위아래로 움직인다
眼睛左右缩放,Zoom Left and Right,眼睛左右缩放,,,,,,目が左右にズームします,눈은 좌우로 확대
眼睛前后移动,Move your eyes forward and backward.,眼睛前后移动,,,,,,目が前後に動きます,눈이 앞뒤로 움직인다
眼睛整体旋转,Integral eye rotation,眼睛整体旋转,,,,,,目全体が回転する,눈이 전체적으로 회전함
眼睛上下缩放,Zoom Up and Down,眼睛上下缩放,,,,,,目は上下にズームします,눈이 위아래로 확대됩니다.
眼睛左右移动,Move your eyes around,眼睛左右移动,,,,,,目が左右に動きます,눈이 좌우로 움직인다
内眼角左右移动,Move around the inner eye corner.,内眼角左右移动,,,,,,目頭が左右に動く,눈 안쪽이 좌우로 움직입니다.
外眼角上下移动,Move the outer eye corner up and down.,外眼角上下移动,,,,,,目尻が上下に動く,눈의 바깥쪽 모서리가 위아래로 움직입니다.
瞳孔左右移动,Move pupils around.,瞳孔左右移动,,,,,,瞳孔が左右に動く,학생들은 좌우로 움직입니다.
瞳孔上下移动,Move pupils up and down.,瞳孔上下移动,,,,,,瞳孔が上下に動く,학생들은 위아래로 움직입니다.
瞳孔左右缩放,Zoom pupils around,瞳孔左右缩放,,,,,,生徒は左右にズームします,눈동자가 왼쪽과 오른쪽으로 확대됩니다.
瞳孔上下缩放,Zoom pupils up and down.,瞳孔上下缩放,,,,,,生徒が上下にズームする,학생들이 위아래로 확대/축소됩니다.
鼻子整体前后移动,Move your nose forward and backward as a whole.,鼻子整体前后移动,,,,,,機首は全体的に前後に動きます,코가 전체적으로 앞뒤로 움직인다
鼻尖上下移动,Move the tip of your nose up and down.,鼻尖上下移动,,,,,,鼻先が上下に動きます,코끝이 위아래로 움직인다
鼻梁前后移动,Move the bridge of the nose forward and backward.,鼻梁前后移动,,,,,,鼻梁が前後に動きます,콧등이 앞뒤로 움직입니다.
嘴巴上下移动,Move your mouth up and down.,嘴巴上下移动,,,,,,口が上下に動きます,입이 위아래로 움직인다
嘴巴前后移动,Move mouth forward and backward,嘴巴前后移动,,,,,,口が前後に動きます,입이 앞뒤로 움직인다
嘴巴左右缩放,Zoom Left and Right,嘴巴左右缩放,,,,,,口を左右にズーム,입 확대/축소 좌우
上嘴唇薄厚,Thick upper lip,上嘴唇薄厚,,,,,,厚い上唇,두꺼운 윗입술
下嘴唇薄厚,Low Lip,下嘴唇薄厚,,,,,,厚い下唇,두꺼운 아랫입술
嘴角上下移动,Move the corner of your mouth up and down.,嘴角上下移动,,,,,,口角が上下に動きます,입꼬리가 위아래로 움직인다
身高,Height,身高,,,,,,身長,키
头部整体缩放,Head Zoom,头部整体缩放,,,,,,頭全体のスケーリング,전반적인 헤드 스케일링
胸部整体缩放,Holistic chest zoom,胸部整体缩放,,,,,,全体的な胸のスケーリング,전반적인 유방 스케일링
胸部上下移动,Move your chest up and down.,胸部上下移动,,,,,,胸が上下に動きます,가슴이 위아래로 움직인다
胸部左右移动,Move your chest around,胸部左右移动,,,,,,胸が左右に動く,가슴이 좌우로 움직인다
胸部长度,Chest Length,胸部长度,,,,,,胸の長さ,가슴 길이
脖子左右缩放,Zoom around your neck,脖子左右缩放,,,,,,首ズーム左右,목 줌 왼쪽 및 오른쪽
脖子前后缩放,Zoom neck forward and backward,脖子前后缩放,,,,,,首を前後にズーム,목 줌 앞뒤로
胸腔左右缩放,Zoom chest around,胸腔左右缩放,,,,,,胸部左右拡張,가슴 확장 좌우
胸腔前后缩放,Zoom chest forward and backward,胸腔前后缩放,,,,,,胸部の前後への拡張,가슴 확장은 앞뒤로
肋骨左右缩放,Zoom Left and Right Ribs,肋骨左右缩放,,,,,,肋骨は左右にスケールします,갈비뼈 크기는 왼쪽과 오른쪽으로 조정됩니다.
肋骨前后缩放,Zoom Ribs Forward and Back,肋骨前后缩放,,,,,,リブ前後のスケーリング,갈비뼈 전면 및 후면 스케일링
腰部左右缩放,Zoom around the waist,腰部左右缩放,,,,,,ウエスト左右スケーリング,허리 좌우 스케일링
腰部前后缩放,Zoom Back and Forward,腰部前后缩放,,,,,,ウエスト前後スケーリング,"허리 앞, 뒤 스케일링"
脖子上下缩放,Zoom Up and Down,脖子上下缩放,,,,,,首を上下にズーム,목 확대/축소
胸腔上下缩放,Zoom Up and Down,胸腔上下缩放,,,,,,胸部の拡大縮小,가슴 확장 및 축소
腰部上下缩放,Zoom Up and Down,腰部上下缩放,,,,,,ウエストの上下スケーリング,허리 위아래 스케일링
胯左右缩放,Zoom Left and Right,胯左右缩放,,,,,,ヒップズーム,엉덩이 줌
胯前后缩放,Zoom Back and Forward,胯前后缩放,,,,,,ヒップの前後ズーム,엉덩이 줌 앞뒤로
肩臂左右缩放,Zoom Left and Right Shoulders,肩臂左右缩放,,,,,,肩と腕の左右のスケーリング,어깨와 팔의 크기 조정이 왼쪽과 오른쪽으로 이루어집니다.
肩臂前后缩放,Zoom forward and backward on shoulders,肩臂前后缩放,,,,,,肩と腕が前後にスケーリング,어깨와 팔이 앞뒤로 스케일링됨
大臂左右缩放,Zoom Left and Right,大臂左右缩放,,,,,,アーム左右ズーム,암 줌 왼쪽 및 오른쪽
大臂前后缩放,Zoom Front and Back,大臂前后缩放,,,,,,アームを前後にズーム,암 줌을 앞뒤로
小臂左右缩放,Zoom Left and Right,小臂左右缩放,,,,,,前腕ズーム左右,팔뚝 확대/축소 왼쪽 및 오른쪽
小臂前后缩放,Zoom forward and backward,小臂前后缩放,,,,,,前腕の前後ズーム,팔뚝 확대/축소 앞으로 및 뒤로
大臂上下缩放,Zoom Up and Down,大臂上下缩放,,,,,,腕を上下にズーム,팔 확대 및 축소
小臂上下缩放,Zoom Up and Down,小臂上下缩放,,,,,,前腕のズームアップとダウン,팔뚝 확대 및 축소
大腿上下缩放,Zoom Up and Down,大腿上下缩放,,,,,,太ももを上下にズーム,허벅지 확대 및 축소
小腿上下缩放,Zoom up and down the calf.,小腿上下缩放,,,,,,ふくらはぎの上下のスケーリング,종아리 업 앤 다운 스케일링
大腿左右缩放,Zoom around thighs,大腿左右缩放,,,,,,太もも左右ズーム,허벅지 줌 왼쪽 및 오른쪽
大腿前后缩放,Zoom thighs forward and backward,大腿前后缩放,,,,,,太ももの前後のスケーリング,허벅지 전면 및 후면 스케일링
小腿前后缩放,Zoom calf forward and backward,小腿前后缩放,,,,,,ふくらはぎの前後のスケーリング,종아리 전면 및 후면 스케일링
小腿左右缩放,Zoom around calf,小腿左右缩放,,,,,,ふくらはぎの左右のスケーリング,종아리 좌우 스케일링
上装样式,Top Style,上装样式,,,,,,トップスタイル,최고의 스타일
区域颜色,Area Color,区域颜色,,,,,,エリアカラー,영역 색상
纹理样式,Texture Style,纹理样式,,,,,,テクスチャスタイル,텍스처 스타일
纹理颜色,Texture Color,纹理颜色,,,,,,テクスチャカラー,질감 색상
纹理左右拉伸,Stretch texture around,纹理左右拉伸,,,,,,左右に伸びるテクスチャー,질감이 좌우로 늘어납니다.
纹理上下拉伸,Stretch texture up and down.,纹理上下拉伸,,,,,,上下に伸びたテクスチャ,상하로 늘어나는 질감
纹理旋转,Texture Rotation,纹理旋转,,,,,,テクスチャの回転,텍스처 회전
纹理显示程度,Level of texture display,纹理显示程度,,,,,,質感表示度,질감 표시 정도
设计图案样式,Design Pattern,设计图案样式,,,,,,デザインパターンスタイル,디자인 패턴 스타일
设计图案颜色,Design Pattern Color,设计图案颜色,,,,,,デザインパターンカラー,디자인 패턴 색상
设计图案旋转,Design Pattern Rotation,设计图案旋转,,,,,,デザインパターンの回転,디자인 패턴 회전
下装样式,Bottom Style,下装样式,,,,,,ボトムスタイル,바닥 스타일
手套样式,Gloves,手套样式,,,,,,グローブスタイル,장갑 스타일
鞋子样式,Shoe Style,鞋子样式,,,,,,靴のスタイル,신발 스타일
眉毛样式,Eyebrow Style,眉毛样式,,,,,,眉毛スタイル,눈썹 스타일
眉毛颜色,Eyebrow Color,眉毛颜色,,,,,,眉毛の色,눈썹 색깔
瞳孔样式,Pupil Style,瞳孔样式,,,,,,瞳のスタイル,학생 스타일
睫毛样式,Eyelash Style,睫毛样式,,,,,,まつげスタイル,속눈썹 스타일
睫毛颜色,Eyelash Color,睫毛颜色,,,,,,まつげの色,속눈썹 색상
上高光样式,Upper Highlight Style,上高光样式,,,,,,ハイライトスタイル,스타일 강조
上高光颜色,Upper Highlight Color,上高光颜色,,,,,,ハイライトカラー,하이라이트 색상
下高光样式,Lower Highlight Style,下高光样式,,,,,,ハイライトスタイル,스타일 강조
下高光颜色,Lower Highlight Color,下高光颜色,,,,,,下のハイライトの色,낮은 강조 색상
瞳孔颜色,Pupil Color,瞳孔颜色,,,,,,瞳の色,눈동자 색
瞳孔左右位置,Left and Right Pupil Positions,瞳孔左右位置,,,,,,瞳孔の左右の位置,동공 왼쪽 및 오른쪽 위치
瞳孔上下位置,Pupil Position,瞳孔上下位置,,,,,,瞳孔の上下の位置,동공의 위쪽과 아래쪽 위치
瞳孔大小缩放,Pupil Size Zoom,瞳孔大小缩放,,,,,,瞳孔サイズのスケーリング,동공 크기 스케일링
眼影样式,Eyeshadow Style,眼影样式,,,,,,アイシャドウスタイル,아이섀도우 스타일
眼影颜色,Eyeshadow Color,眼影颜色,,,,,,アイシャドウの色,아이섀도우 컬러
腮红样式,Blush Style,腮红样式,,,,,,チークスタイル,블러셔 스타일
腮红颜色,Blush Color,腮红颜色,,,,,,チークカラー,블러셔 컬러
口红样式,Lipstick Style,口红样式,,,,,,口紅のスタイル,립스틱 스타일
口红颜色,Lipstick Color,口红颜色,,,,,,口紅の色,립스틱 색상
贴花样式,Decal Style,贴花样式,,,,,,デカールのスタイル,데칼 스타일
贴花左右移动,Decal Move Left and Right,贴花左右移动,,,,,,デカールは左右に動きます,데칼이 좌우로 움직입니다.
贴花上下移动,Decal Move Up and Down,贴花上下移动,,,,,,デカールは上下に動きます,데칼이 위아래로 움직입니다.
贴花整体旋转,Decals rotate integrally,贴花整体旋转,,,,,,デカール全体の回転,데칼 전체 회전
贴花整体缩放,Decal Overall Zoom,贴花整体缩放,,,,,,デカール全体のスケーリング,데칼 전체 스케일링
肌肤颜色,Skin Color,肌肤颜色,,,,,,肌の色,피부색
贴花颜色,Decal Color,贴花颜色,,,,,,デカールの色,데칼 색상
样式,Style,样式,,,,,,スタイル,스타일
颜色,Color,颜色,,,,,,色,색상
渐变颜色,Gradient Color,渐变颜色,,,,,,グラデーションカラー,그라데이션 색상
渐变区域,Gradient Area,渐变区域,,,,,,勾配領域,그라데이션 영역
高光样式,Highlight Style,高光样式,,,,,,ハイライトスタイル,스타일 강조
体型,Body Type,体型,,,,,,体型,체형
左眼颜色(二次元),Left eye color (quadratic),左眼颜色(二次元),,,,,,左目の色（二次元）,왼쪽 눈 색깔(2차원)
右眼颜色(二次元),Right eye color (quadratic),右眼颜色(二次元),,,,,,右目の色（二次元）,오른쪽 눈 색깔(2차원)
头部贴花颜色,Head Decal Color,头部贴花颜色,,,,,,ヘッドデカールの色,헤드 데칼 색상
头部贴花样式,Head Decal Style,头部贴花样式,,,,,,ヘッドデカールスタイル,헤드 데칼 스타일
切换表情,Switch Expressions,切换表情,,,,,,スイッチ式,표현식 전환
头饰颜色,Headgear Color,头饰颜色,,,,,,ヘッドギアの色,헤드기어 색상
设计图案缩放,Design Pattern Zoom,设计图案缩放,,,,,,デザインパターンのスケーリング,디자인 패턴 스케일링
手整体缩放,Hand Zoom,手整体缩放,,,,,,全体的なハンドスケーリング,전반적인 핸드 스케일링
脚整体缩放,Foot Zoom,脚整体缩放,,,,,,全体的な足のスケーリング,전반적인 발 스케일링
面部左右缩放,Zoom Face,面部左右缩放,,,,,,顔の左右のズーム,얼굴 줌 왼쪽 및 오른쪽
眉毛前后移动,Move eyebrows forward and backward,眉毛前后移动,,,,,,眉毛が前後に動く,눈썹이 앞뒤로 움직인다
眉间前后移动,Move back and forth between eyebrows,眉间前后移动,,,,,,眉毛を前後に動かす,눈썹을 앞뒤로 움직여 보세요.
鼻子整体上下移动,Move your nose up and down as a whole.,鼻子整体上下移动,,,,,,鼻は全体的に上下に動きます,코가 전체적으로 위아래로 움직입니다.
鼻梁左右缩放,Zoom Left and Right,鼻梁左右缩放,,,,,,鼻梁の左右ズーム,콧대 확대/축소 좌우
鼻翼前后移动,Move nose forward and backward,鼻翼前后移动,,,,,,鼻が前後に動きます,코가 앞뒤로 움직인다
鼻翼上下移动,Move your nose up and down.,鼻翼上下移动,,,,,,鼻が上下に動きます,코가 위아래로 움직인다
鼻翼左右缩放,Zoom Left and Right,鼻翼左右缩放,,,,,,鼻の左右のスケーリング,코 스케일링 좌우
嘴角前后移动,Mouth Corner Move Forward and Back,嘴角前后移动,,,,,,口角を前後に動かす,입꼬리를 앞뒤로 움직여 보세요.
V1模型,V1 model,V1模型,,,,,,V1モデル,V1 모델
狐狸耳朵,Fox Ears,狐狸耳朵,,,,,,キツネの耳,여우 귀
围巾,Scarf,围巾,,,,,,スカーフ,스카프
双马尾辫子,Ponytails,双马尾辫子,,,,,,ダブルポニーテール,더블 포니테일
狐耳朵,Fox Ears,狐耳朵,,,,,,きつねの耳,여우 귀
猫耳,Cat Ears,猫耳,,,,,,猫耳,고양이 귀
星星,Stars,星星,,,,,,星,별
眩晕Buff,Stun buff,眩晕Buff,,,,,,スタンバフ,기절 버프
狗头,Dog Head,狗头,,,,,,犬頭,개의 머리
熊猫头,Panda Face,熊猫头,,,,,,パンダ頭,팬더 머리
问号,Question mark,问号,,,,,,クエスチョンマーク,물음표(구두점)
乌云,Dark Clouds,乌云,,,,,,暗雲,암운
表情,Expressions,表情,,,,,,表現,표현
睡眠,Sleep,睡眠,,,,,,睡眠,잠
恶心,Nauseous,恶心,,,,,,むかつく,메스꺼움
泡泡,Bubble,泡泡,,,,,,泡,거품
蝙蝠,Bat,蝙蝠,,,,,,蝙蝠,박쥐
花瓣环绕,Petal Aura,花瓣环绕,,,,,,ペタロイド,페탈로이드
蝴蝶泡泡,Butterfly Bubble,蝴蝶泡泡,,,,,,蝶の泡,버터플라이 버블
五角星泡泡,Pentagonal Bubble,五角星泡泡,,,,,,ペンタグラム・バブル,오각형 버블
打瞌睡,Doze,打瞌睡,,,,,,眠りにつく,잠들기
爱心,Love,爱心,,,,,,愛,사랑
梦幻泡泡蝴蝶结,Bubble Bow,梦幻泡泡蝴蝶结,,,,,,ファンタジー・バブル・リボン,판타지 버블 활
道具,Item,道具,,,,,,小道具,소품
绿蛇头发,Green snake hair.,绿蛇头发,,,,,,緑蛇の髪,녹색 뱀의 머리카락
青蛇头发,Cyan Snake Hair,青蛇头发,,,,,,緑蛇の髪,녹색 뱀의 머리카락
红蛇头发,Red snake hair.,红蛇头发,,,,,,レッド・スネーク・ヘア,붉은 뱀 머리
龙角,Dragon horn,龙角,,,,,,ドラゴンホーン,용의 뿔
犄角,Horn,犄角,,,,,,すみっこ,구석
发光恶魔角,Shining Demon Horn,发光恶魔角,,,,,,光る悪魔の角,빛나는 악마 뿔
帽子,Hat,帽子,,,,,,帽子,모자
护目眼镜,Goggles,护目眼镜,,,,,,保護メガネ,보호 안경
泳镜,Swim Goggles,泳镜,,,,,,スイミングゴーグル,수영 고글
男帽子,Male Hat,男帽子,,,,,,男性の帽子,남자 모자
尴尬,Awkward,尴尬,,,,,,気まずい,어색한
眩晕,Stunned,眩晕,,,,,,めまい,현기증
手指,Finger,手指,,,,,,フィンガープリント,지문
自动寻路图标,Auto wayfinding icon,自动寻路图标,,,,,,オートパスアイコン,자동 경로 아이콘
