Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
樱校角色形象3,Sakura School Character Image 3,樱校角色形象3,,,,,,さくら学園キャラクター画像3,사쿠라 학교 캐릭터 이미지 3
樱校角色形象4,Sakura School Character Image 4,樱校角色形象4,,,,,,さくら学園キャラクター画像4,사쿠라 학교 캐릭터 이미지 4
武器图标1,Weapon Icon 1,武器图标1,,,,,,武器アイコン1,무기 아이콘 1
武器：11100,Weapon: 11100,武器：11100,,,,,,武器：11100,무기: 11100
商店武器1,Shop Weapon 1,商店武器1,,,,,,武器を買う 1,무기 쇼핑 1
商店武器2,Shop Weapon 2,商店武器2,,,,,,武器を購入する 2,무기 쇼핑 2
商店武器3,Shop Weapon 3,商店武器3,,,,,,武器を買う 3,무기 쇼핑 3
商店武器4,Shop Weapon 4,商店武器4,,,,,,武器を購入する 4,무기 쇼핑 4
身份：11200,Role: 11200,身份：11200,,,,,,アイデンティティ: 11200,신원: 11200
平民,Civilian,平民,,,,,,民間人,일반 민간인
英雄,Hero,英雄,,,,,,ヒーロー,영웅
角色头像5,Character Avatar 5,角色头像5,,,,,,キャラクターアバター5,캐릭터 아바타 5
角色头像6,Character Avatar 6,角色头像6,,,,,,キャラクターアバター6,캐릭터 아바타 6
角色头像7,Character Avatar 7,角色头像7,,,,,,キャラクターアバター7,캐릭터 아바타 7
角色头像8,Character Avatar 8,角色头像8,,,,,,キャラクターアバター8,캐릭터 아바타 8
角色形象5,Character Image 5,角色形象5,,,,,,キャラクターイメージ5,캐릭터 이미지 5
角色形象6,Character Image 6,角色形象6,,,,,,キャラクターイメージ6,캐릭터 이미지 6
角色形象7,Character Image 7,角色形象7,,,,,,キャラクターイメージ7,캐릭터 이미지 7
角色形象8,Character Image 8,角色形象8,,,,,,キャラクターイメージ8,캐릭터 이미지 8
角色头像9,Character Avatar 9,角色头像9,,,,,,キャラクターアバター9,캐릭터 아바타 9
角色头像10,Character Avatar 10,角色头像10,,,,,,キャラクターアバター10,캐릭터 아바타 10
角色头像11,Character Avatar 11,角色头像11,,,,,,キャラクターアバター11,캐릭터 아바타 11
角色头像12,Character Avatar 12,角色头像12,,,,,,キャラクターアバター12,캐릭터 아바타 12
角色头像13,Character Avatar 13,角色头像13,,,,,,キャラクターアバター13,캐릭터 아바타 13
角色头像14,Character Avatar 14,角色头像14,,,,,,キャラクターアバター14,캐릭터 아바타 14
角色形象9,Character Image 9,角色形象9,,,,,,キャラクターイメージ9,캐릭터 이미지 9
角色形象10,Character Image10,角色形象10,,,,,,キャラクターイメージ10,캐릭터 이미지 10
角色形象11,Character Image 11,角色形象11,,,,,,キャラクターイメージ11,캐릭터 이미지 11
角色形象12,Character Image 12,角色形象12,,,,,,キャラクターイメージ12,캐릭터 이미지 12
角色形象13,Character Image 13,角色形象13,,,,,,キャラクターイメージ13,캐릭터 이미지 13
角色形象14,Character Image 14,角色形象14,,,,,,キャラクターイメージ14,캐릭터 이미지 14
商店特效1,Shop Effect 1,商店特效1,,,,,,ストア特殊効果 1,특수 효과 저장 1
商店特效2,Shop Effect 2,商店特效2,,,,,,特殊効果 2 を購入する,특수 효과 2 쇼핑하기
商店特效3,Shop Effect 3,商店特效3,,,,,,特殊効果 3 を購入する,특수 효과 3 쇼핑
商店特效4,Shop Effect 4,商店特效4,,,,,,特殊効果 4 を購入する,특수 효과 4 쇼핑하기
商店特效5,Shop Effect 5,商店特效5,,,,,,特殊効果 5 を購入する,특수 효과 5 쇼핑하기
商店特效6,Shop Effect 6,商店特效6,,,,,,特殊効果 6 を購入する,특수 효과 6 쇼핑하기
地图图标1,Map Icon 1,地图图标1,,,,,,地図アイコン 1,지도 아이콘 1
地图图标2,Map Icon 2,地图图标2,,,,,,地図アイコン2,지도 아이콘 2
大厅金币堆图标,Lobby Coin Pile Icon,大厅金币堆图标,,,,,,ホール金貨の山アイコン,홀 금화 더미 아이콘
金币图标,Coins,金币图标,,,,,,金貨のアイコン,금화 아이콘
钻石图标,Diamond,钻石图标,,,,,,ダイヤモンドのアイコン,다이아몬드 아이콘
保护壳特效,Shell Effect,保护壳特效,,,,,,保護ケースの特殊効果,보호 케이스 특수 효과
武器掉落特效,Weapon Drop Effect,武器掉落特效,,,,,,武器のドロップ効果,무기 드롭 효과
道具特效,Item Effects,道具特效,,,,,,小道具、特殊効果,소품 특수효과
保护壳破碎特效,Protective shell breaking effect.,保护壳破碎特效,,,,,,保護ケースが壊れた特殊効果,보호 케이스가 파손된 특수 효과
拖尾特效1,Trail Effect 1,拖尾特效1,,,,,,後続効果 1,후행효과 1
拖尾特效2,Trail Effect 2,拖尾特效2,,,,,,トレーリングエフェクト2,후행효과 2
拖尾特效3,Trail Effect 3,拖尾特效3,,,,,,後続効果 3,후행효과 3
拖尾特效4,Trail Effect 4,拖尾特效4,,,,,,トレーリングエフェクト4,후행효과 4
拖尾特效5,Trail Effect 5,拖尾特效5,,,,,,トレーリングエフェクト5,후행효과 5
拖尾特效6,Trail Effect 6,拖尾特效6,,,,,,トレーリングエフェクト6,후행효과 6
10003攻击特效,10003 Attack Effect,10003攻击特效,,,,,,10003 攻撃特殊効果,10003 공격 특수 효과
20003攻击特效,20003 Attack Effect,20003攻击特效,,,,,,20003 攻撃特殊効果,20003 공격 특수효과
新特效1-火焰,New Effect 1 - Flame,新特效1-火焰,,,,,,新しい特殊効果 1 発,새로운 특수 효과 1-발사
新特效2-女巫,New Effect 2 - Witch,新特效2-女巫,,,,,,新特撮 2-Witch,새로운 특수효과 2-마녀
新特效3-骑士,New Effect 3 - Knight,新特效3-骑士,,,,,,新しい特殊効果 3-Knight,새로운 특수 효과 3-Knight
新特效4-魔鬼,New Effect 4 - Demon,新特效4-魔鬼,,,,,,新特撮4悪魔,새로운 특수 효과 4-악마
新特效5-恶魔,New Effect 5 - Demon,新特效5-恶魔,,,,,,新しい特殊効果 5-Demon,새로운 특수 효과 5-악마
武器模型10002,Weapon Model 10002,武器模型10002,,,,,,ウェポンモデル 10002,무기 모델 10002
商店武器模型：21000,Shop Weapon Model: 21000,商店武器模型：21000,,,,,,ショップ武器モデル: 21000,상점 무기 모델: 21000
武器模型10003,Weapon Model 10003,武器模型10003,,,,,,ウェポンモデル 10003,무기 모델 10003
武器模型20002,Weapon Model 20002,武器模型20002,,,,,,ウェポンモデル20002,무기 모델 20002
武器模型20003,Weapon Model 20003,武器模型20003,,,,,,ウェポンモデル20003,무기 모델 20003
持刀姿态,Hold Knife,持刀姿态,,,,,,ナイフを持つ姿勢,칼 쥐는 자세
持枪姿态,Gun Pose,持枪姿态,,,,,,銃の構え,총 자세
死亡倒地姿态,Death Stance,死亡倒地姿态,,,,,,死のポーズ,죽음의 자세
男性默认,Male Default,男性默认,,,,,,男性のデフォルト,남성 디폴트
女性默认,Female Default,女性默认,,,,,,女性のデフォルト,여성 기본
近战攻击动作,Melee Attack,近战攻击动作,,,,,,近接攻撃アクション,근접 공격 액션
远程攻击动作,Ranged Attack,远程攻击动作,,,,,,遠距離攻撃アクション,원거리 공격 액션
远程CD动作：换弹,Ranged CD Action: Reload,远程CD动作：换弹,,,,,,リモート CD アクション: リロード,원격 CD 작업: 다시 로드
右手掏枪、掏刀动作,Pull out your right gun and knife,右手掏枪、掏刀动作,,,,,,右手で銃とナイフを描く,오른손으로 총과 칼을 그리기
死亡动作1,Death Action 1,死亡动作1,,,,,,死の技1,죽음의 움직임 1
死亡动作2,Death Action 2,死亡动作2,,,,,,死の技2,죽음의 움직임 2
商店特效7,Shop Effect 7,商店特效7,,,,,,特殊効果 7 を購入する,특수 효과 쇼핑 7
商店特效8,Shop Effect 8,商店特效8,,,,,,特殊効果 8 を購入する,특수 효과 쇼핑 8
商店特效9,Shop Effect 9,商店特效9,,,,,,特殊効果 9 を購入する,특수 효과 9 쇼핑하기
商店特效10,Shop Effect 10,商店特效10,,,,,,特殊効果 10 を購入する,특수효과 10 쇼핑하기
商店特效11,Shop Effect 11,商店特效11,,,,,,ストア特殊効果 11,특수 효과 저장 11
角色头像15,Character Avatar 15,角色头像15,,,,,,キャラクターアバター15,캐릭터 아바타 15
角色头像16,Character Avatar 16,角色头像16,,,,,,キャラクターアバター16,캐릭터 아바타 16
角色头像17,Character Avatar 17,角色头像17,,,,,,キャラクターアバター17,캐릭터 아바타 17
角色头像18,Character Avatar 18,角色头像18,,,,,,キャラクターアバター18,캐릭터 아바타 18
角色头像19,Character Avatar 19,角色头像19,,,,,,キャラクターアバター19,캐릭터 아바타 19
角色头像20,Character Avatar 20,角色头像20,,,,,,キャラクターアバター20,캐릭터 아바타 20
角色头像21,Character Avatar 21,角色头像21,,,,,,キャラクターアバター21,캐릭터 아바타 21
角色头像22,Character Avatar 22,角色头像22,,,,,,キャラクターアバター22,캐릭터 아바타 22
角色头像23,Character Avatar 23,角色头像23,,,,,,キャラクターアバター23,캐릭터 아바타 23
角色头像24,Character Avatar 24,角色头像24,,,,,,キャラクターアバター24,캐릭터 아바타 24
角色头像25,Character Avatar 25,角色头像25,,,,,,キャラクターアバター25,캐릭터 아바타 25
角色头像26,Character Avatar 26,角色头像26,,,,,,キャラクターアバター26,캐릭터 아바타 26
角色头像27,Character Avatar 27,角色头像27,,,,,,キャラクターアバター27,캐릭터 아바타 27
角色头像28,Character Avatar 28,角色头像28,,,,,,キャラクターアバター28,캐릭터 아바타 28
角色头像29,Character Avatar 29,角色头像29,,,,,,キャラクターアバター29,캐릭터 아바타 29
角色形象15,Character Image 15,角色形象15,,,,,,キャラクターイメージ15,캐릭터 이미지 15
角色形象16,Character Image 16,角色形象16,,,,,,キャラクターイメージ16,캐릭터 이미지 16
角色形象17,Character Image 17,角色形象17,,,,,,キャラクターイメージ17,캐릭터 이미지 17
角色形象18,Character Image 18,角色形象18,,,,,,キャラクターイメージ18,캐릭터 이미지 18
角色形象19,Character Image 19,角色形象19,,,,,,キャラクターイメージ19,캐릭터 이미지 19
角色形象20,Character Image 20,角色形象20,,,,,,キャラクターイメージ20,캐릭터 이미지 20
角色形象21,Character Image 21,角色形象21,,,,,,キャラクターイメージ21,캐릭터 이미지 21
角色形象22,Character Image 22,角色形象22,,,,,,キャラクターイメージ22,캐릭터 이미지 22
角色形象23,Character Image 23,角色形象23,,,,,,キャラクターイメージ23,캐릭터 이미지 23
角色形象24,Character Image 24,角色形象24,,,,,,キャラクターイメージ24,캐릭터 이미지 24
角色形象25,Character Image 25,角色形象25,,,,,,キャラクターイメージ25,캐릭터 이미지 25
角色形象26,Character Image 26,角色形象26,,,,,,キャラクターイメージ26,캐릭터 이미지 26
角色形象27,Character Image 27,角色形象27,,,,,,キャラクターイメージ27,캐릭터 이미지 27
角色形象28,Character Image 28,角色形象28,,,,,,キャラクター画像28,캐릭터 이미지 28
角色形象29,Character Image 29,角色形象29,,,,,,キャラクターイメージ29,캐릭터 이미지 29
逻辑对象投掷物,Logical Object Throw,逻辑对象投掷物,,,,,,論理オブジェクトがスローされました,던져진 논리적 객체
子弹模型预加载,Bullet Model Preloaded,子弹模型预加载,,,,,,弾丸モデルのプリロード,총알 모델 사전 로드
金币模型,Coin Model,金币模型,,,,,,金貨モデル,금화 모델
丢飞刀,Throw Knife,丢飞刀,,,,,,投げナイフを投げる,투척용 칼을 던져라
投掷架势,Throwing Stance,投掷架势,,,,,,投球姿勢,투척 자세
拔刀,Pull Out,拔刀,,,,,,抜刀,검을 뽑다
持刀,Carry a Knife,持刀,,,,,,ナイフを持っている,칼을 들고
反手持刀,Anti-Handle Knife,反手持刀,,,,,,ナイフを背中の後ろに持って,등 뒤에 칼을 쥐고 있다
下刺,Stab,下刺,,,,,,突き刺す,찌르다
投掷架势2,Throw 2,投掷架势2,,,,,,投げる姿勢2,투척 자세 2
投掷,Throw,投掷,,,,,,投げる,던지다
上举持枪,Raise your gun,上举持枪,,,,,,銃を構えて,총을 들어
换弹,Switch,换弹,,,,,,リロード,새로고침
开枪（单次）,Shoot (single),开枪（单次）,,,,,,シュート（シングル）,촬영(싱글)
刀预制体,Knife Prefab,刀预制体,,,,,,ナイフプレハブ,칼 조립식
斧子模型,Model Axe,斧子模型,,,,,,斧モデル,도끼 모델
尼泊尔军刀模型,Nepalese Army Knife Model,尼泊尔军刀模型,,,,,,ネパールアーミーナイフモデル,네팔 군용 칼 모델
左轮手枪模型,Revolver Model,左轮手枪模型,,,,,,リボルバーモデル,리볼버 모델
冲锋枪模型,Submachine Gun Model,冲锋枪模型,,,,,,サブマシンガンモデル,기관단총 모델
步枪模型,Rifle Model,步枪模型,,,,,,ライフルモデル,소총 모델
菜刀模型,Kitchen Knife Model,菜刀模型,,,,,,包丁モデル,부엌칼 모형
鱼,Fish,鱼,,,,,,魚,물고기
匕首1,Dagger 1,匕首1,,,,,,ダガー1,단검 1
匕首2,Dagger 2,匕首2,,,,,,ダガー2,단검 2
胜利展示动作,Victory Display,胜利展示动作,,,,,,勝利表示,승리의 전시
医院预览,Hospital Preview,医院预览,,,,,,病院のプレビュー,병원 미리보기
胜利展示动作播不了,Victory display actions cannot be broadcasted.,胜利展示动作播不了,,,,,,勝利表示アクションはプレイできません,승리 표시 작업을 실행할 수 없습니다.
胜利展示动作新,Victory New,胜利展示动作新,,,,,,勝利表示アクション新規,승리 표시 액션 신규
死亡姿态2,Death Stance 2,死亡姿态2,,,,,,死のジェスチャー 2,죽음의 몸짓 2
死亡姿态3,Death Stance 3,死亡姿态3,,,,,,死のジェスチャー 3,죽음의 몸짓 3
AI跑步动画,AI Running Animation,AI跑步动画,,,,,,AI走行アニメーション,AI가 달리는 애니메이션
位移加速为1.1倍,Displacement acceleration 1.1 times,位移加速为1.1倍,,,,,,変位加速度1.1倍,변위가속도는 1.1배
飞刀移速加速为1.6倍,Speed Boost of Flying Knife reaches 1.6 times,飞刀移速加速为1.6倍,,,,,,フライングナイフの移動速度が1.6倍に加速される,날아오는 칼의 이동 속도가 1.6배로 가속됩니다.
爆炸飞刀,Explosive Knife,爆炸飞刀,,,,,,爆発するナイフ,폭발하는 칼
我是{1},I'm {1}.,我是{1},,,,,,私は{1},그래요{1}
凶手是谁？,Who is the murderer?,凶手是谁？,,,,,,殺人者は誰ですか？,살인자는 누구입니까?
😡气死我了,😡 I'm furious.,😡气死我了,,,,,,😡とても怒っています,😡너무 화가 나
救命💦,Help 💦,救命💦,,,,,,助けてください💦,도와주세요 ☀
别刀我😭,Don't hurt me 😭,别刀我😭,,,,,,私を殺さないでください😭,죽이지 마세요 😭
谢谢你🙏,Thank you 🙏,谢谢你🙏,,,,,,ありがとう🙏,감사합니다 🙏
🤺退！🤺退！🤺退！,🤺Get back! 🤺Get back!,🤺退！🤺退！🤺退！,,,,,,🤺退！🤺退！🤺退！,🤺퇴각! 🤺퇴각! 🤺퇴각!
💯满分操作！,💯 Perfect!,💯满分操作！,,,,,,💯フルスコア作戦！,💯만점작전!
🎭我要开始表演了~,🎭I'm going to start performing!,🎭我要开始表演了~,,,,,,🎭パフォーマンス始めますよ〜,🎭공연 시작하겠습니다~
学生,Student,学生,,,,,,学生,학생
凶手,Murderer,凶手,,,,,,殺人者,살인자
红色,Red,红色,,,,,,赤,빨간색
紫色,Purple,紫色,,,,,,紫,보라
蓝色,Blue,蓝色,,,,,,青,파란색
绿色,Green,绿色,,,,,,緑,녹색
白色,White,白色,,,,,,白,하얀색
一袋金币,A bag of gold coins,一袋金币,,,,,,金貨の入った袋,금화 가방
一箱金币,A box of gold coins,一箱金币,,,,,,金貨の入った箱,금화 한 상자
限定武器-樱,Limited Weapon - Sakura,限定武器-樱,,,,,,限定武器・桜,한정무기 - 사쿠라
限定武器-蝶,Butterfly: Limited,限定武器-蝶,,,,,,限定武器・バタフライ,한정무기 - 나비
快速投掷体验券,Quick Throw Voucher,快速投掷体验券,,,,,,クイックスロー体験クーポン,빠른던지기 체험쿠폰
爆炸飞刀体验券,Explosive Knife Voucher,爆炸飞刀体验券,,,,,,爆発ナイフ体験券,폭발칼 체험권
幽灵斗篷体验券,Ghost Cloak Voucher,幽灵斗篷体验券,,,,,,ゴーストマント体験チケット,유령망토 체험권
每拯救一名学生,Every student saved,每拯救一名学生,,,,,,生徒が救われるたびに,학생이 구원받을 때마다
凶手每次击杀,Every time the Murderer kills,凶手每次击杀,,,,,,殺人者が人を殺すたびに,살인자가 사람을 죽일 때마다
身份名称（学生）,Identity Name (Student),身份名称（学生）,,,,,,アイデンティティ名（学生）,신원 이름 (학생)
身份,Role,身份,,,,,,身元,신원
这里是本局中你的身份,Here is your identity in this match.,这里是本局中你的身份,,,,,,このゲームにおけるあなたのアイデンティティはここにあります,이 게임에서 당신의 정체성은 다음과 같습니다
身份目标（学生）,Identity Goal (student),身份目标（学生）,,,,,,アイデンティティターゲット（学生）,신원대상(학생)
这里是你本局的目标，不知道做什么的话就看一下这里吧,"Here is your goal in this match. If you're confused, take a look.",这里是你本局的目标，不知道做什么的话就看一下这里吧,,,,,,これがこのゲームの目標です。何をすればよいかわからない場合は、ここを参照してください。,이것이 이 게임의 목표입니다. 무엇을 해야할지 모르겠다면 여기를 살펴보세요.
身份目标1（学生）,Identity Goal 1 (student),身份目标1（学生）,,,,,,アイデンティティ目標 1 (学生),정체성 목표 1 (학생)
努力活下来才能够获得胜利~,Survive to win!,努力活下来才能够获得胜利~,,,,,,努力してこそ勝てますよ~,열심히 노력해야만 승리할 수 있어요~
身份目标2-1（学生）,Role Goal 2-1 (Student),身份目标2-1（学生）,,,,,,アイデンティティ目標 2-1 (学生),정체성 목표 2-1 (학생)
这是能量球：,This is the Orb:,这是能量球：,,,,,,これがエネルギーボールです。,이것은 에너지 볼입니다.
身份目标2-2（学生）,Identity Goal 2-2 (student),身份目标2-2（学生）,,,,,,アイデンティティ目標 2-2 (学生),정체성 목표 2-2 (학생)
集齐能量球，可以获得一层保护壳,Collect all the Orbs to obtain a protective shell.,集齐能量球，可以获得一层保护壳,,,,,,エネルギーボールを集めて保護シェルを入手,에너지 볼을 모아 보호 껍질을 얻으세요
身份目标（凶手）,Identity Target (Murderer),身份目标（凶手）,,,,,,ターゲット（殺人者）の正体,신원 대상(살인자)
这里是你本局的目标，在对局结束前完成目标才能获得胜利,Here is your goal in this match. Complete the goal before the game is over to win.,这里是你本局的目标，在对局结束前完成目标才能获得胜利,,,,,,このゲームの目標は次のとおりです。ゲーム終了前に目標を達成すると勝利できます。,이 게임의 목표는 다음과 같습니다. 게임이 끝나기 전에 목표를 완료하면 승리할 수 있습니다.
身份目标（侦探）,Identity Target (Detective),身份目标（侦探）,,,,,,アイデンティティターゲット（探偵）,신원 대상(탐정)
身份目标（英雄）,Identity Goal (Hero),身份目标（英雄）,,,,,,アイデンティティターゲット（ヒーロー）,신원 대상(영웅)
你有了新的目标，击杀凶手，保护学生,You have a new goal: slay the Murderer and protect the students.,你有了新的目标，击杀凶手，保护学生,,,,,,殺人犯を殺し、生徒たちを守るという新たな目標ができました,당신은 새로운 목표를 가지고 있습니다. 살인자를 죽이고 학생들을 보호하는 것입니다.
身份名称（侦探）,Identity Name (Detective),身份名称（侦探）,,,,,,アイデンティティネーム（探偵）,신원 이름 (탐정)
身份名称（凶手）,Identity Name (Murderer),身份名称（凶手）,,,,,,アイデンティティ名（殺人者）,신원 이름 (살인자)
身份名称（英雄）,Identity Name (Hero),身份名称（英雄）,,,,,,アイデンティティ名（主人公）,아이덴티티 이름(영웅)
恭喜你拾取到武器，现在你成为了一名英雄,You have picked up the weapon. Now you become the Hero!,恭喜你拾取到武器，现在你成为了一名英雄,,,,,,武器を手に入れたおめでとうございます、これであなたもヒーローです,무기 획득을 축하합니다. 이제 당신은 영웅입니다
第一次吃到金币,First taste of gold coins,第一次吃到金币,,,,,,初めてゴールドコインを獲得する,처음으로 금화를 획득하세요
金币,Gold Coin,金币,,,,,,金,금
本局游戏内获得的金币将存储在这里，结算时会发放给你；不过金币袋是有上限的，袋子装满就无法获得了,Coins obtained in the game will be stored here and issued to you during the checkout; please note that there is a limited capacity for the coin bag!,本局游戏内获得的金币将存储在这里，结算时会发放给你；不过金币袋是有上限的，袋子装满就无法获得了,,,,,,このゲームで入手した金貨はここに保管され、決済時に配布されますが、金貨袋には上限があり、袋がいっぱいになると入手できません。,"본 게임에서 획득한 금화는 여기에 보관되며 정산 시 배포됩니다. 단, 금화 가방에는 상한선이 있어 가방이 가득 차면 획득할 수 없습니다."
金币袋满了,The coin bag is full.,金币袋满了,,,,,,金貨袋がいっぱいです,금화주머니가 꽉 찼어요
金币袋已经满了，本局无法再拾取金币了,The coin bag is full. No more coins can be collected in this round.,金币袋已经满了，本局无法再拾取金币了,,,,,,このゲームでは金貨袋がいっぱいです。これ以上金貨を拾うことはできません。,금화 가방이 가득 찼습니다. 이 게임에서는 더 이상 금화를 주울 수 없습니다.
切换引导（凶手）,Switch Guide (Murderer),切换引导（凶手）,,,,,,スイッチブーツ（殺人者）,스위치 부팅(살인자)
攻击,Attack,攻击,,,,,,攻撃,공격
点击这里可以切换姿态，选择亮出武器或藏起武器,Tap here to switch positions to show or hide your weapon,点击这里可以切换姿态，选择亮出武器或藏起武器,,,,,,ここをクリックして姿勢を切り替え、武器を表示するか非表示にするかを選択します,자세를 전환하고 무기를 표시하거나 숨기려면 여기를 클릭하세요.
攻击引导（凶手）,Attack Guide (Murderer),攻击引导（凶手）,,,,,,攻撃誘導（殺人者）,공격유도(살인자)
在亮出武器后，可以点击这里进行攻击,"After showing your weapon, tap here to attack",在亮出武器后，可以点击这里进行攻击,,,,,,武器を公開したら、ここをクリックして攻撃できます,무기를 공개한 후 여기를 클릭하여 공격할 수 있습니다.
切换引导（侦探）,Switch Guide (Detective),切换引导（侦探）,,,,,,スイッチガイド(探偵),스위치 가이드(탐정)
攻击引导（侦探）,Attack Guide (Detective),攻击引导（侦探）,,,,,,攻撃指導（探偵）,공격유도(탐정)
切换引导（英雄）,Switch Guide (Hero),切换引导（英雄）,,,,,,スイッチブート（ヒーロー）,스위치 부팅(영웅)
攻击引导（英雄）,Attack Guide (Hero),攻击引导（英雄）,,,,,,攻撃誘導(ヒロイック),공격 유도(영웅)
保护壳(学生）,Protective Shell (student),保护壳(学生）,,,,,,保護ケース（学生用）,보호케이스(학생)
保护壳,Protective Shell,保护壳,,,,,,保護ケース,보호 케이스
恭喜你集齐了道具！现在你获得了一个保护壳！保护壳可以为你抵挡一次来自其他玩家的攻击，但是每局游戏只能获得一次,"Congratulations! You've collected all the items! Now you have a protective shell! The shell can protect you from one attack from other players, but you only get one attack per game.",恭喜你集齐了道具！现在你获得了一个保护壳！保护壳可以为你抵挡一次来自其他玩家的攻击，但是每局游戏只能获得一次,,,,,,すべての小道具の収集おめでとうございます!今なら保護ケースも付いてきます！保護シェルは他のプレイヤーからの攻撃から身を守ることができますが、それを取得できるのはゲームごとに 1 回だけです。,모든 소품을 수집하신 것을 축하드립니다! 이제 보호 케이스를 얻으세요! 보호 껍질은 다른 플레이어의 공격으로부터 당신을 보호할 수 있지만 게임당 한 번만 얻을 수 있습니다.
圈出结算界面,Zone Settlement,圈出结算界面,,,,,,チェックアウトインターフェイスを丸で囲みます,결제 인터페이스에 동그라미를 쳐주세요
结算,Settlement,结算,,,,,,決済,합의
现在你的第一局游戏已经结束，来看看结算面板吧,"Now that your first match is over, take a look at the checkout panel!",现在你的第一局游戏已经结束，来看看结算面板吧,,,,,,最初のゲームが終わったので、決済パネルを見てみましょう。,이제 첫 번째 게임이 끝났으니 정산 패널을 살펴보겠습니다.
圈出结算标语,Circular Settlement Slogan,圈出结算标语,,,,,,チェックアウトのスローガンを丸で囲みます,결제 슬로건에 동그라미를 쳐주세요
这里说明了对局的最终结果,Here is the final result of the match,这里说明了对局的最终结果,,,,,,試合の最終結果はこちら,게임의 최종 결과는 다음과 같습니다
圈出结算关键信息,Circle key settlement information,圈出结算关键信息,,,,,,サークルキー決済情報,서클키 정산 안내
这里显示了对对局产生影响最大的两方玩家和他们的胜负,Here are the two players who had the most impact on the game and their victories and losses.,这里显示了对对局产生影响最大的两方玩家和他们的胜负,,,,,,試合に最も大きな影響を与えた2人のプレイヤーとその勝敗を示します。,이는 게임에 가장 큰 영향을 미친 두 선수와 그들의 승패를 보여줍니다.
圈出结算收益,Circle Settlement Income,圈出结算收益,,,,,,サークル決済収益,서클 정산 수익
这里显示了你在本轮对局获得的收益,Here is the payoff you made in this match,这里显示了你在本轮对局获得的收益,,,,,,これは、このラウンドでどれだけ得たかを示します。,이것은 이번 라운드에서 당신이 얼마나 얻었는지 보여줍니다.
侦探/凶手死亡提示（凶手/侦探）,Detective/Murderer Death Hint (Murderer/Detective),侦探/凶手死亡提示（凶手/侦探）,,,,,,探偵/殺人の死亡ヒント (殺人者/探偵),형사/살인 사망 팁(살인자/형사)
死亡,Dead,死亡,,,,,,死ぬ,주사위
代表正义的你不可以乱开枪，攻击好人会导致自己死亡,"On behalf of justice, you can't shoot indiscriminately. Attacking any Civilian will lead to death.",代表正义的你不可以乱开枪，攻击好人会导致自己死亡,,,,,,正義の代表者として、善人を無差別に撃つことは自らの死に繋がる。,정의의 대표자로서 선량한 사람을 공격하면 스스로 죽음을 맞이할 수 없습니다.
侦探,Detective,侦探,,,,,,探偵,형사
10000：新手引导表,"10,000: Beginner's Guide",10000：新手引导表,,,,,,10000: 初心者向けガイドシート,10000: 초보자 가이드 시트
20000：身份属性表,20000: Identity Attribute Sheet,20000：身份属性表,,,,,,20000: アイデンティティ属性テーブル,20000: ID 속성 테이블
当前人数不足,Current numbers are insufficient.,当前人数不足,,,,,,現時点では人が足りません,지금은 인원이 부족해요
30000：文本表,30000: Photo Gallery,30000：文本表,,,,,,30000: テキストテーブル,30000: 텍스트 테이블
对局进行中,Game in progress,对局进行中,,,,,,ゲームが進行中です,게임이 진행 중입니다.
等待对局开始,Waiting for the match to start,等待对局开始,,,,,,ゲームが始まるまで待ちます,게임이 시작될 때까지 기다리세요
游戏开始倒计时...,Game starts in...,游戏开始倒计时...,,,,,,ゲームはカウントダウンを開始します...,게임의 카운트다운이 시작됩니다...
对局结束倒计时,Match ends in...,对局结束倒计时,,,,,,試合終了までのカウントダウン,게임 종료까지의 카운트다운
成为凶手的概率：,Murderer probability:,成为凶手的概率：,,,,,,殺人者になる確率:,살인자가 될 확률:
（参与对局将增加概率）,(Participating in the game will increase the probability),（参与对局将增加概率）,,,,,,(ゲームに参加すると確率が上がります),(게임에 참여하면 확률이 높아집니다)
你的身份,Your Identity,你的身份,,,,,,あなたのアイデンティティ,당신의 정체성
你死了,You're dead.,你死了,,,,,,あなたは死んでいます,당신은 죽었어
击杀所有人{0}/{1},Slay everyone{0}/{1},击杀所有人{0}/{1},,,,,,全員殺せ{0}/{1},모두 죽여라{0}/{1}
击杀凶手{0}/{1},Slay Murderer{0}/{1},击杀凶手{0}/{1},,,,,,殺人者を殺せ{0}/{1},살인자를 죽여라{0}/{1}
收集隐秘的能量球{0}/{1},Collect hidden Orbs{0}/{1},收集隐秘的能量球{0}/{1},,,,,,隠されたエネルギーボールを集める{0}/{1},숨겨진 에너지볼을 모아보세요{0}/{1}
时间到！,Time's up!,时间到！,,,,,,時間切れです！,시간이 다 됐어!
凶手大杀特杀！,Murderer Massacre!,凶手大杀特杀！,,,,,,殺人者は連続殺人を行った！,살인자는 살인을 계속했습니다!
凶手轻松解决了所有人！,The Murderer has eliminated everyone!,凶手轻松解决了所有人！,,,,,,殺人者は簡単に全員を殺した！,살인자는 쉽게 모두를 죽였습니다!
侦探逮捕了凶手！,The Detective has arrested the Murderer!,侦探逮捕了凶手！,,,,,,刑事が犯人を逮捕した！,형사들이 범인을 체포했습니다!
